21.650635 -12.500000 7
21.756454 -12.561095 4
21.862274 -12.622190 5
21.968093 -12.683284 5
22.073912 -12.744379 5
22.179732 -12.805474 5
22.285551 -12.866569 5
22.391370 -12.927664 5
22.497190 -12.988759 7
22.603009 -13.049853 6
22.708828 -13.110948 7
22.814648 -13.172043 7
22.920467 -13.233138 9
23.026286 -13.294233 5
23.132106 -13.355327 7
23.237925 -13.416422 4
23.343744 -13.477517 5
23.449564 -13.538612 7
23.555383 -13.599707 7
23.661202 -13.660802 7
23.767022 -13.721896 7
23.872841 -13.782991 8
23.978660 -13.844086 7
24.084480 -13.905181 9
24.190299 -13.966276 7
24.296118 -14.027370 7
24.401938 -14.088465 10
24.507757 -14.149560 7
24.613576 -14.210655 8
24.719396 -14.271750 7
24.825215 -14.332845 9
24.931034 -14.393939 7
25.036854 -14.455034 7
25.142673 -14.516129 6
25.248492 -14.577224 6
25.354312 -14.638319 8
25.460131 -14.699413 5
25.565950 -14.760508 5
25.671770 -14.821603 7
25.777589 -14.882698 7
25.883408 -14.943793 5
25.989228 -15.004888 5
26.095047 -15.065982 7
26.200866 -15.127077 7
26.306686 -15.188172 4
26.412505 -15.249267 3
26.518324 -15.310362 6
26.624144 -15.371457 6
26.729963 -15.432551 5
26.835782 -15.493646 5
26.941602 -15.554741 3
27.047421 -15.615836 3
27.153240 -15.676931 3
27.259060 -15.738025 3
27.364879 -15.799120 3
27.470698 -15.860215 3
27.576518 -15.921310 4
27.682337 -15.982405 4
27.788156 -16.043500 3
27.893976 -16.104594 3
27.999795 -16.165689 3
28.105614 -16.226784 3
28.211434 -16.287879 3
28.317253 -16.348974 5
28.423072 -16.410068 3
28.528892 -16.471163 3
28.634711 -16.532258 5
28.740530 -16.593353 3
28.846350 -16.654448 4
28.952169 -16.715543 1
29.057988 -16.776637 2
29.163808 -16.837732 3
29.269627 -16.898827 3
29.375446 -16.959922 1
29.481266 -17.021017 3
29.587085 -17.082111 3
29.692904 -17.143206 2
29.798724 -17.204301 3
29.904543 -17.265396 3
30.010362 -17.326491 3
30.116182 -17.387586 5
30.222001 -17.448680 5
30.327820 -17.509775 2
30.433640 -17.570870 4
30.539459 -17.631965 3
30.645278 -17.693060 2
30.751098 -17.754154 3
30.856917 -17.815249 2
30.962736 -17.876344 5
31.068556 -17.937439 4
31.174375 -17.998534 1
31.280194 -18.059629 1
31.386014 -18.120723 2
31.491833 -18.181818 5
31.597652 -18.242913 3
31.703472 -18.304008 2
31.809291 -18.365103 3
31.915110 -18.426197 3
32.020930 -18.487292 5
32.126749 -18.548387 5
32.232568 -18.609482 4
32.338388 -18.670577 4
32.444207 -18.731672 5
32.550026 -18.792766 5
32.655846 -18.853861 5
32.761665 -18.914956 5
32.867484 -18.976051 6
32.973303 -19.037146 5
33.079123 -19.098240 6
33.184942 -19.159335 5
33.290761 -19.220430 7
33.396581 -19.281525 4
33.502400 -19.342620 5
33.608219 -19.403715 4
33.714039 -19.464809 5
33.819858 -19.525904 4
33.925677 -19.586999 4
34.031497 -19.648094 4
34.137316 -19.709189 5
34.243135 -19.770283 3
34.348955 -19.831378 4
34.454774 -19.892473 5
34.560593 -19.953568 4
34.666413 -20.014663 3
34.772232 -20.075758 5
34.878051 -20.136852 5
34.983871 -20.197947 6
35.089690 -20.259042 6
35.195509 -20.320137 4
35.301329 -20.381232 6
35.407148 -20.442326 7
35.512967 -20.503421 6
35.618787 -20.564516 5
35.724606 -20.625611 7
35.830425 -20.686706 5
35.936245 -20.747801 7
36.042064 -20.808895 7
36.147883 -20.869990 7
36.253703 -20.931085 6
36.359522 -20.992180 5
36.465341 -21.053275 6
36.571161 -21.114370 3
36.676980 -21.175464 5
36.782799 -21.236559 6
36.888619 -21.297654 6
36.994438 -21.358749 9
37.100257 -21.419844 6
37.206077 -21.480938 7
37.311896 -21.542033 7
37.417715 -21.603128 7
37.523535 -21.664223 6
37.629354 -21.725318 6
37.735173 -21.786413 6
37.840993 -21.847507 7
37.946812 -21.908602 5
38.052631 -21.969697 7
38.158451 -22.030792 7
38.264270 -22.091887 6
38.370089 -22.152981 8
38.475909 -22.214076 7
38.581728 -22.275171 6
38.687547 -22.336266 5
38.793367 -22.397361 5
38.899186 -22.458456 6
39.005005 -22.519550 5
39.110825 -22.580645 4
39.216644 -22.641740 6
39.322463 -22.702835 7
39.428283 -22.763930 5
39.534102 -22.825024 7
39.639921 -22.886119 4
39.745741 -22.947214 5
39.851560 -23.008309 5
39.957379 -23.069404 4
40.063199 -23.130499 5
40.169018 -23.191593 4
40.274837 -23.252688 3
40.380657 -23.313783 3
40.486476 -23.374878 5
40.592295 -23.435973 3
40.698115 -23.497067 5
40.803934 -23.558162 3
40.909753 -23.619257 3
41.015573 -23.680352 3
41.121392 -23.741447 3
41.227211 -23.802542 3
41.333031 -23.863636 3
41.438850 -23.924731 4
41.544669 -23.985826 3
41.650489 -24.046921 2
41.756308 -24.108016 4
41.862127 -24.169110 1
41.967947 -24.230205 3
42.073766 -24.291300 2
42.179585 -24.352395 1
42.285405 -24.413490 3
42.391224 -24.474585 2
42.497043 -24.535679 3
42.602863 -24.596774 3
42.708682 -24.657869 3
42.814501 -24.718964 1
42.920321 -24.780059 1
43.026140 -24.841153 3
43.131959 -24.902248 3
43.237779 -24.963343 3
43.343598 -25.024438 3
43.449417 -25.085533 3
43.555237 -25.146628 3
43.661056 -25.207722 1
43.766875 -25.268817 3
43.872695 -25.329912 4
43.978514 -25.391007 1
44.084333 -25.452102 4
44.190153 -25.513196 2
44.295972 -25.574291 2
44.401791 -25.635386 4
44.507611 -25.696481 3
44.613430 -25.757576 1
44.719249 -25.818671 2
44.825069 -25.879765 1
44.930888 -25.940860 3
45.036707 -26.001955 2
45.142527 -26.063050 4
45.248346 -26.124145 4
45.354165 -26.185239 3
45.459985 -26.246334 3
45.565804 -26.307429 1
45.671623 -26.368524 1
45.777443 -26.429619 1
45.883262 -26.490714 2
45.989081 -26.551808 1
46.094901 -26.612903 1
46.200720 -26.673998 3
46.306539 -26.735093 2
46.412359 -26.796188 3
46.518178 -26.857283 3
46.623997 -26.918377 3
46.729817 -26.979472 3
46.835636 -27.040567 5
46.941455 -27.101662 3
47.047275 -27.162757 1
47.153094 -27.223851 3
47.258913 -27.284946 3
47.364732 -27.346041 3
47.470552 -27.407136 3
47.576371 -27.468231 3
47.682190 -27.529326 5
47.788010 -27.590420 3
47.893829 -27.651515 4
47.999648 -27.712610 3
48.105468 -27.773705 3
48.211287 -27.834800 3
48.317106 -27.895894 2
48.422926 -27.956989 5
48.528745 -28.018084 4
48.634564 -28.079179 4
48.740384 -28.140274 3
48.846203 -28.201369 2
48.952022 -28.262463 3
49.057842 -28.323558 4
49.163661 -28.384653 5
49.269480 -28.445748 5
49.375300 -28.506843 3
49.481119 -28.567937 3
49.586938 -28.629032 3
49.692758 -28.690127 2
49.798577 -28.751222 5
49.904396 -28.812317 4
50.010216 -28.873412 4
50.116035 -28.934506 4
50.221854 -28.995601 3
50.327674 -29.056696 4
50.433493 -29.117791 3
50.539312 -29.178886 5
